tweet_text;Sentiment
RT @pelitabangsa45: Direktur Utama RSCM dr Lies Dina Liastuti menjelaskan dari total 14 kasus diduga hepatitis akut yg kini ditemukan di 6…;positive
RT @chinta_chintata: Direktur Utama RSCM dr Lies Dina Liastuti, SpJP(K), M.ARS menjelaskan dari total 14 kasus diduga hepatitis akut yang k…;positive
"RT @catatankaqihati: Tak ad kaitannya antara vaksin covid dan penyakit hepatitis Akut pada anak.
Jangan percaya hoax!
Smua vaksin yg ad di…";positive
RT @garuda080: Pihak RSCM membantah merebaknya hepatitis berkaitan dengan vaksin Covid 19. dari 14 kasus diduga hepatitis akut tak seluruhn…;positive
RT @chinta_chintata: Direktur Utama RSCM dr Lies Dina Liastuti, SpJP(K), M.ARS menjelaskan dari total 14 kasus diduga hepatitis akut yang k…;positive
"RT @SakiinaQhiCO_33: Pihak RSCM yakin bahwa Hepatitis Misterius pada anak anak tdk terkait dgn Copid-19...
Hal ini dikatakan oleh dr. Lies…";positive
"HOAXS vaksin covid tidak menyebabkan hepatitis akut pada anak. Tidak ada kaitannya antara vaksinasi covid dengan penyakit tersebut. Justru ditemukan fakta rata-rata yang terjangkit hepatitis malah belum di vaksinasi.

#VaksinAmanTakBerbahaya
Kita Pancasila https://t.co/rVJJpnBOIa";positive
"Kesimpulannya Vaksin covid19 bukan penyebab hepatitis akut pd anak.
#VaksinAmanTakBerbahaya
Kita Pancasila https://t.co/letaxafveq";positive
RT @chinta_chintata: Direktur Utama RSCM dr Lies Dina Liastuti, SpJP(K), M.ARS menjelaskan dari total 14 kasus diduga hepatitis akut yang k…;positive
"Waspada hoax !
Vaksin covid19 bukan penyebab hepatitis akut pd anak.
#VaksinAmanTakBerbahaya
Kita Pancasila https://t.co/VV4mwLRpfa";positive
"RT @SakiinaQhiCO_33: Pihak RSCM yakin bahwa Hepatitis Misterius pada anak anak tdk terkait dgn Copid-19...
Hal ini dikatakan oleh dr. Lies…";positive
RT @garuda080: Pihak RSCM membantah merebaknya hepatitis berkaitan dengan vaksin Covid 19. dari 14 kasus diduga hepatitis akut tak seluruhn…;positive
"Vaksin covid19 bukan penyebab hepatitis akut pd anak.
#VaksinAmanTakBerbahaya
Kita Pancasila https://t.co/pHJ6G2rMd4";positive
"RT @catatankaqihati: Tak ad kaitannya antara vaksin covid dan penyakit hepatitis Akut pada anak.
Jangan percaya hoax!
Smua vaksin yg ad di…";positive
"Vaksin covid19 bukan penyebab hepatitis akut pd anak.
#VaksinAmanTakBerbahaya
Kita Pancasila https://t.co/OunSVFOjc7";positive
"RT @SakiinaQhiCO_33: Pihak RSCM yakin bahwa Hepatitis Misterius pada anak anak tdk terkait dgn Copid-19...
Hal ini dikatakan oleh dr. Lies…";positive
"Jd hepatitis akut pd anak tdk terkait covid-19.
#VaksinAmanTakBerbahaya
Kita Pancasila https://t.co/kWHt7FAxwA";positive
"Vaksin covid-19 menyebabkan hepatitis akut pd anak adalah HOAKS !!
Krn hipotesis terkait efek samping dr vaksin covid19 saat ini tdk didukung krn sebagian besar anak2 yg terkena hepatitis akut blm divaksin covid-19

#VaksinAmanTakBerbahaya
Kita Pancasila https://t.co/zGwmjySYwx";positive
"Tak ad kaitannya antara vaksin covid dan penyakit hepatitis Akut pada anak.
Jangan percaya hoax!
Smua vaksin yg ad di Indonesia Aman bagi semua kalangan, krna ud lewati uji klinis.
Yuk vaksin, jangan tunda lagi. Semakin cepat, smakin baik. #VaksinAmanTakBerbahaya
Kita Pancasila https://t.co/GAP3qVZC9P";positive
"Pihak RSCM membantah merebaknya hepatitis berkaitan dengan vaksin Covid 19. dari 14 kasus diduga hepatitis akut tak seluruhnya pernah terinfeksi virus Corona. Begitu juga terkait vaksinasi, tak seluruh pasien sudah menerima vaksin COVID-19.
#VaksinAmanTakBerbahaya
Kita Pancasila https://t.co/SuhOHnCmAG";positive
"Direktur Utama RSCM dr Lies Dina Liastuti menjelaskan dari total 14 kasus diduga hepatitis akut yg kini ditemukan di 6 provinsi, tak seluruhnya pnh terinfeksi virus Corona. Shg RSCM yakin hepatitis pd anak tdk terkait covid-19.

#VaksinAmanTakBerbahaya
Kita Pancasila https://t.co/qOeYgyi9xj";positive
"Direktur Utama RSCM dr Lies Dina Liastuti, SpJP(K), M.ARS menjelaskan dari total 14 kasus diduga hepatitis akut yang kini ditemukan pada 6 provinsi, tak seluruhnya pernah terinfeksi virus Corona atau terkait vaksinasi, 

#VaksinAmanTakBerbahaya
Kita Pancasila https://t.co/I2CddTL9rX";positive
"RT @SakiinaQhiCO_33: Pihak RSCM yakin bahwa Hepatitis Misterius pada anak anak tdk terkait dgn Copid-19...
Hal ini dikatakan oleh dr. Lies…";positive
"Pihak RSCM yakin bahwa Hepatitis Misterius pada anak anak tdk terkait dgn Copid-19...
Hal ini dikatakan oleh dr. Lies jika merebaknya Hepatitis Akut yg tdk diketahui penyebabnya kini ,tdk berkaitan dgn Copid-19 ataupun Vaksin Copid-19...

#VaksinAmanTakBerbahaya 
Kita Pancasila https://t.co/1GlCim7Qyq";positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
Covid-19, hepatitis akut, skrg cacar monyet. Pantes pada buruburu nikah :);positive
Puan menyoroti kasus hepatitis akut anak, harga pangan selama Lebaran, dan juga pemulihan ekonomi setelah pandemi Covid-19 mereda. Puan Peduli Wong Cilik;positive
"kulit & mata kuning, bahkan sampai penurunan kesadaran.

Oleh karena itu, Kementerian Kesehatan mengimbau para orang tua untuk tidak panik dalam menghadapi virus hepatitis akut misterius ini.

Yuk cek infografis diatas terkait 4 Langkah Penting Penanganan Hepatitis Akut???";positive
"Masyarakat perlu memahami penanganan pertama pada gejala hepatitis akut misterius.

Gejala awal hepatitis akut adalah gangguan gastrointestinal seperti sakit perut, mual, muntah, diare. Gejala dapat berlanjut dengan air kencing berwarna pekat seperti teh, BAB putih pucat, https://t.co/RRP8jKcuIi";positive
Puan menyoroti kasus hepatitis akut anak, harga pangan selama Lebaran, dan juga pemulihan ekonomi setelah pandemi Covid-19 mereda.;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
Ketua DPR RI Puan Maharani menyoroti sejumlah hal yang menjadi perhatian khusus DPR di masa sidang kali ini, termasuk kasus Hepatitis akut anak. https://t.co/5y2Bm5InYw Puan Peduli Wong Cilik;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
Ketua DPR RI Puan Maharani menyoroti sejumlah hal yang menjadi perhatian khusus DPR di masa sidang kali ini, termasuk kasus Hepatitis akut anak. https://t.co/uvbjbiCQkL;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
RT @CNNIndonesia: Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di…;positive
Salah satu pencegahan infeksi hepatitis akut dapat dilakukan dengan menggunakan alat makan sendiri. Baca selengkapnya di #Infografis #CNNIndonesia: https://t.co/uc3kR33V9K https://t.co/GMj5WKK8Vw;positive
RT @ruangkuliah_id: HALLO Kawan Ruang Kuliah Admin akan memberikan informasi Tentang “Kasus hepatitis akut yg berasal dri inggris sudah mas…;positive
"Adanya Ancaman Hepatitis Akut Misterius Di Awal PTM, Solikhah: Pencegahan dan Sosialisasi Harus Massif
@pksdigitalrace #Milad20PKS #PKSkotaBandung

https://t.co/lhonT7Z0VS";positive
RT @NdrewsTjan: Sudah benar keputusan saya untuk pending anak2 masuk sekolah dulu. Kasus hepatitis akut yg berasal dri inggris sudah masuk…;positive
Warga Jakbar Diduga Menderita Hepatitis Akut Bertambah Jadi 8 Orang https://t.co/sFfcEZ9DLm https://t.co/HAq4ncMEVA;positive
"Link: https://t.co/MM5dNW9bYj

Selepas penyakit COVID-19 dan hepatitis akut yang menjangkiti hampir semua negara. Kini giliran monyet pula membuat kekecohan dalam masyarakat dunia. Apakah cacar monyet?

#AWANI #SYOK #SYOKPodcast https://t.co/00mnUYDte5";positive
Warga Jakbar Diduga Menderita Hepatitis Akut Bertambah Jadi 8 Orang  https://t.co/Jy4iGh1oXj;positive
Pemkab Bantul melakukan skrining kepada beberapa siswa di sekolah untuk mengecek kemungkinan adanya kasus hepatitis akut.  #hepatitisakutdiyogyakarta https://t.co/iGm0SQWKOd;positive
"Di Indonesia, ditemukan ditemukan 18 dugaan kasus hepatitis akut yang belum  diketahui penyebabnya dimana kasus tersebut muncul bersamaan dengan vaksin Covid 19. 

#HIMFASIUndip
#HIMFASIUndip2022
#KabinetAnanditaGanatrea
#FarmasiUndip https://t.co/RwTdCOORSe";positive
"[PHARMAPEDIA : HEPATITIS AKUT MISTERIUS DAN VAKSIN COVID 19]

Haloo Pharma Pharms!

Hepatitis merupakan peradangan pada hati yang disebabkan oleh beberapa faktor, seperti infeksi virus, zat beracun, dan penyakit autoimun. https://t.co/ovMGFOWZ0C";positive
Puan menyoroti kasus hepatitis akut anak, harga pangan selama Lebaran, dan juga pemulihan ekonomi setelah pandemi Covid-19 mereda. Puan PM;positive
Saat ini banyak kabar mengenai hepatitis akut yang sedang menjadi pusat perhatian banyak orang. Untuk mencegah resiko terinfeksi pada Si Buah Hati, pastikan Bunda kenali gejala-gejalanya terlebih dahulu, ya! Selain itu, Bunda juga bisa lakukan hal-hal pencegahan seperti di atas. https://t.co/mQwt6PKPh1;positive
Puan menyoroti kasus hepatitis akut anak, harga pangan selama Lebaran, dan juga pemulihan ekonomi setelah pandemi Covid-19 mereda. Puan PM;positive
Puan, banyak mengangkat isu-isu kontemporer yang dihadapi negara. Seperti isu ekonomi paska Covid-19 dan juga isu hepatitis akut. Kepemimpinnya tunjukan sikap peduli pada masalah bangsa. Puan PM;positive
"Vaksin Covid tidak terkait dengan hepatitis akut
Bahkan WHO sudah membantah https://t.co/QexjoFLaxQ";positive
Waw Obat Hepatitis Akut Ditemukan? Biotek Rilis Antivirus Terbaru, Bisa Buat Covid-19 https://t.co/gh3WjY2hVR #Samarinda #menujupilwali2020 #kalimantantimur #bontang #sangatta #bulungan #malinau #kukar #balikpapan #penajam #ppu #ibukotabaru;positive
"@opiksanjaya10 ni infonya ..
https://t.co/6Hs41mxnVC

Infrastruktur Indonesia Hebat";positive
"IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/9iKdxSULHN. https://t.co/uckOdigiXm";positive
"@ijjahalma IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/9iKdxSULHN.";positive
"IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/eADTFEqBXX. https://t.co/Bo4t5C4GZL";positive
"@ijjahalma IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/eADTFEqBXX.";positive
"IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/pUAAz0E0SX.";positive
"IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/MLZcNSVver. https://t.co/pGlBAqiD1c";positive
"@ijjahalma IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/MLZcNSVver.";positive
Ketua DPR RI Puan Maharani menyoroti sejumlah hal yang menjadi perhatian khusus DPR di masa sidang kali ini, termasuk kasus Hepatitis akut anak. https://t.co/AlksC8OOFi Puan PM;positive
Puan menyoroti kasus hepatitis akut anak, harga pangan selama Lebaran, dan juga pemulihan ekonomi setelah pandemi Covid-19 mereda. Puan PM;positive
Puan, banyak mengangkat isu-isu kontemporer yang dihadapi negara. Seperti isu ekonomi paska Covid-19 dan juga isu hepatitis akut. Kepemimpinnya tunjukan sikap peduli pada masalah bangsa. Puan PM;positive
"Penderita Hepatitis Akut Bertambah Jadi 8 Orang, Terbaru Warga Jakbar

Baca selengkapnya disini
https://t.co/A0lXkXh3l2

#MataIndonesia #hepatitisakut #penyakit #jakartabarat #Indonesia";positive
Ketua DPR RI Puan Maharani menyoroti sejumlah hal yang menjadi perhatian khusus DPR di masa sidang kali ini, termasuk kasus Hepatitis akut anak. https://t.co/LaTeRhhyVk Puan PM;positive
Puan menyoroti kasus hepatitis akut anak, harga pangan selama Lebaran, dan juga pemulihan ekonomi setelah pandemi Covid-19 mereda. Puan PM;positive
Puan, banyak mengangkat isu-isu kontemporer yang dihadapi negara. Seperti isu ekonomi paska Covid-19 dan juga isu hepatitis akut. Kepemimpinnya tunjukan sikap peduli pada masalah bangsa. Puan PM;positive
"@DewaAgungRai1 Tidak benar vaksin covid-19 penyebab hepatitis akut pada anak-anak
Infrastruktur Indonesia Hebat";positive
"Ini kenapa coba abis covid-19 -> hepatitis akut -> and now cacar monyet..
Ini dunia mau ngabisin mahluk hidup apa gimana sihhhh,,, gak abis2 pandemi penyakitnya,,,
 #WaspadaCacarMonyet";positive
"@YogiIrawan_asli Tidak benar vaksin covid-19 penyebab hepatitis akut pada anak-anak
Infrastruktur Indonesia Hebat";positive
"8 Warga Jakarta Barat Diduga Mengidap Hepatitis Akut, Sudin Kesehatan: Masih Diuji Laboratorium

#CelebritiesDotID #InfoCelebTerkini 
https://t.co/ACyNO7mFUH";positive
Puan menyoroti kasus hepatitis akut anak, harga pangan selama Lebaran, dan juga pemulihan ekonomi setelah pandemi Covid-19 mereda. Puan Peduli Wong Cilik;positive
Ketua DPR RI Puan Maharani menyoroti sejumlah hal yang menjadi perhatian khusus DPR di masa sidang kali ini, termasuk kasus Hepatitis akut anak. https://t.co/H1GXCx0WCw Puan Peduli Wong Cilik;positive
Ketua DPR RI Puan Maharani menyoroti sejumlah hal yang menjadi perhatian khusus DPR di masa sidang kali ini, termasuk kasus Hepatitis akut anak. https://t.co/H1GXCxj5QE Puan Peduli Wong Cilik;positive
"@opiksanjaya10 IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/q6OHFbLJ2K.";positive
Puan menyoroti kasus hepatitis akut anak, harga pangan selama Lebaran, dan juga pemulihan ekonomi setelah pandemi Covid-19 mereda. Puan Peduli Wong Cilik;positive
Puan, banyak mengangkat isu-isu kontemporer yang dihadapi negara. Seperti isu ekonomi paska Covid-19 dan juga isu hepatitis akut. Kepemimpinnya tunjukan sikap peduli pada masalah bangsa. Puan Peduli Wong Cilik;positive
"IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/HhgZrWXwFL.";positive
"IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/MEzpwyPsOJ.";positive
"IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/GBzpXWW0BC.";positive
"Cek Fakta: Tidak Benar Vaksin Covid-19 Penyebab Hepatitis Akut pada Anak-Anak
Infrastruktur Indonesia Hebat
https://t.co/7pSPqlMRdJ";positive
"IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/92i3vXEBaB.";positive
"@TTelisik Hepatitis Akut Pada Anak Tak Ada Kaitanya Dgn Vaksin Covid-19, Jangan Takut !!!
Infrastruktur Indonesia Hebat";positive
"IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/blMwTpbxk8.";positive
"IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/eWNc3E4Uxv.";positive
"IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/E4nybQpZq2.";positive
"RSD dr. Soebandi 
menyelenggarakan *Seminar untuk Masyarakat Umum Tentang Kewaspadaan Hepatitis Akut Pada Anak yang Belum Diketahui Penyebabnya dan Apa yang Perlu Diwaspadai Bagi Masyarakat* yang akan diselenggarakan pada :
Hari Kamis
Tanggal 2 Juni 2022
Jam 08.30-selesai https://t.co/COKTevu2Yi";positive
"IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
https://t.co/Qz2ts9N6tg.

Infrastruktur Indonesia Hebat";positive
"Tidak ada hubungan vaksin dengan hepatitis akut

Infrastruktur Indonesia Hebat https://t.co/mAPT9ELRHw";positive
"IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19
Infrastruktur Indonesia Hebat
https://t.co/0XTSj6AmiW.";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/8eHw8tpmoX";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/3XT9ML6bD2";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/uaOyY4mm0j";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/WPEsAxRWqJ";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/wSa2aL49eP";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/03da8Rf7CZ";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/RThWMPgfBp";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/r6QWJwEZ9I";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/EvNkIUtihQ";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/V10cYyLbjR";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/QlJjgzOdok";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/fVFM46P4na";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/GQBxxu32cl";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/3wAdqWudHQ";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/YlpIrMjkVQ";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/TVfvjwaxR7";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/uZ2J3zqeal";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/i01XcqZhjG";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/hNGGMz3IGT";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/98RJNJwkt8";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/iJGPPDB4z0";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/0ZI0eWeab4";positive
Tetap waspada guys!! isu vaksin covid-19 menyebabkan hepatitis akut adalah HOAX.. https://t.co/uwT9TMRXbR;positive
"TIDAK ADA KAITAN ANTARA VAKSINASI COVID-19 DENGAN PENYAKIT HEPATITIS AKUT PADA ANAK
VAKSIN COVID-19 TIDAK MEMICU HEPATITIS AKUT MISTERIUS PADA ANAK
Infrastruktur Indonesia Hebat https://t.co/ptSdVP84HH";positive
"@ichaswe IDAI Pastikan Hepatitis Akut Tidak Berhubungan Dengan Vaksin Covid-19

Infrastruktur Indonesia Hebat";positive
"Vaksin Covid-19 menyebabkan Hepatitis akut pada anak adalah hoaks

Infrastruktur Indonesia Hebat https://t.co/Wi4KVLeyd6";positive
"@RioBudiawan Infrastruktur Indonesia Hebat
https://t.co/9d3ovC72OL";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/jXtZJwcWc3";positive
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

Infrastruktur Indonesia Hebat https://t.co/jN5e41pKWU";positive
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

Infrastruktur Indonesia Hebat https://t.co/TQggTiHdBe";positive
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

Infrastruktur Indonesia Hebat https://t.co/FMM63LiLtY";positive
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

Infrastruktur Indonesia Hebat https://t.co/ZVprnjeyJh";positive
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

Infrastruktur Indonesia Hebat https://t.co/eVtovspc3D";positive
"Vaksin Covid Telah Teruji & Terjamin Aman Serta Sertifikasi MUI. Tidak Ada Kaitan Hepatitis Akut

Infrastruktur Indonesia Hebat https://t.co/9jH7eo2kTO";positive
"Vaksin Covid Untuk Anak Telah Teruji Dan Terjamin Keamanannya. Waspada Provokasi Kelompok Kepentingan Yang Mengaitkan Hepatitis Akut Dengan Vaksinasi Covid Pada Anak

Infrastruktur Indonesia Hebat https://t.co/XaUXMH98HO";positive
"Jangan sangkut pautkan vaksin dengan hepatitis akut pada anak 

Sukses Pemerataan Pembangunan https://t.co/eHQ428jclx";positive
Puan menyoroti kasus hepatitis akut anak, harga pangan selama Lebaran, dan juga pemulihan ekonomi setelah pandemi Covid-19 mereda.;positive
Ngeri amat banyak virus cacar monyet, hepatitis akut, flu singapur lg merebak Ya Allah lindungi keluargaku Aamiin;positive
"Mari lebih bijak dalam membagikan Informasi yang dapat menimbulkan Kegaduhan di Masyarakat Infrastruktur Indonesia Hebat
https://t.co/0ZCSPn9moj https://t.co/pOfM0ujsQY";positive
